By	Pth	Multipactor Order
0.126500	22030.700000	25.266200
0.125500	22655.700000	23.508300
0.127000	21718.200000	25.838900
0.128000	21093.200000	25.623600
0.124500	21718.200000	23.997700
0.126500	21405.700000	24.694400
0.128500	21718.200000	23.602200
0.121000	22030.700000	23.828500
0.129500	21093.200000	25.467700
0.127000	21718.200000	23.841200
0.128000	20780.700000	23.582300
0.128500	21405.700000	24.528600
0.125500	21718.200000	25.482800
0.129500	21405.700000	24.138500
0.127500	22343.200000	23.535300
0.126500	21405.700000	24.996300
0.128000	20468.200000	24.380300
0.129000	20780.700000	27.093600
0.127500	21405.700000	24.450100
0.125500	22030.700000	22.913200
0.121000	22030.700000	23.913600
0.126500	21405.700000	23.795800
0.129500	20155.600000	25.530900
0.128500	21405.700000	25.505100
0.127500	22655.700000	24.435900
0.125500	22030.700000	24.524200
0.127000	22655.700000	22.988700
0.129500	21405.700000	24.466400
0.121000	22343.200000	23.630900
0.126000	21718.200000	23.533300
0.127500	21405.700000	24.534800
0.130000	21405.700000	23.969400
0.129000	21093.200000	24.938100
0.127500	21718.200000	25.289500
0.130000	20780.700000	27.231000
0.121500	22343.200000	23.601900
0.128500	21093.200000	24.379200
0.126000	21405.700000	25.811200
0.131000	17968.100000	28.990700
0.130000	20155.600000	27.446400
0.129000	21718.200000	25.443800
0.130000	20155.600000	26.397700
0.131000	19218.100000	26.849200
0.127000	22030.700000	23.143700
0.129000	21093.200000	25.131800
0.130500	19530.600000	26.661000
0.130000	19530.600000	26.328400
0.132000	18280.600000	27.150300
0.126000	21093.200000	25.067800
0.130500	19530.600000	25.481200
0.132500	17343.000000	32.284200
0.131000	20155.600000	27.155300
0.132000	20155.600000	26.949400
0.128500	21405.700000	24.363600
0.132500	17343.000000	31.650800
0.129000	21093.200000	25.007600
0.126000	21718.200000	24.056800
0.131500	16718.000000	30.191500
0.133500	19843.100000	26.329700
0.130500	20468.200000	26.389600
0.133000	18905.600000	26.861700
0.134000	19218.100000	28.089300
0.129500	19843.100000	25.360600
0.133500	19843.100000	28.186500
0.130500	19530.600000	26.549100
0.131500	17968.100000	29.538600
0.132000	15780.500000	31.854500
0.133000	17968.100000	29.496300
0.134500	20468.200000	26.792900
0.131500	17968.100000	27.459800
0.130500	20155.600000	24.519900
0.133500	18905.600000	29.599700
0.132000	17343.000000	29.437600
0.135000	21405.700000	24.422900
0.134500	19843.100000	25.849800
0.131500	20155.600000	25.226500
0.133500	20155.600000	26.320000
0.131000	20155.600000	25.687500
0.133000	18905.600000	30.163700
0.132000	17655.600000	31.401600
0.134500	20468.200000	25.125100
0.131500	20155.600000	26.665600
0.131000	17968.100000	29.248900
0.133000	19843.100000	27.663700
0.134000	20155.600000	26.246400
0.132500	20155.600000	28.364100
0.134500	20780.700000	24.640800
0.132500	17343.000000	30.225200
0.135000	21405.700000	24.736000
0.134000	20468.200000	26.150400
0.136000	21718.200000	24.047600
0.132500	17343.000000	27.650600
0.133000	20155.600000	26.100200
0.134500	20468.200000	25.552600
0.136500	21718.200000	24.248300
0.135000	20780.700000	25.415500
0.133500	18280.600000	27.230400
0.137500	21718.200000	25.161300
0.134000	20780.700000	23.792300
0.135500	19843.100000	27.526200
0.136000	21093.200000	25.008300
0.138000	21093.200000	25.378900
0.134000	20780.700000	25.898400
0.137500	21405.700000	25.955200
0.136500	20780.700000	24.689100
0.138500	21718.200000	23.988300
0.135500	21093.200000	24.027700
0.136000	21405.700000	25.153200
0.139000	22343.200000	23.709100
0.137500	21718.200000	23.874800
0.135000	21718.200000	24.474100
0.136000	20468.200000	24.462500
0.135500	21405.700000	26.053900
0.135000	20155.600000	23.939000
0.137500	21718.200000	24.156000
0.137000	22030.700000	22.983300
0.139000	21718.200000	24.573400
0.135500	21093.200000	24.114900
0.136000	21093.200000	24.969700
0.140000	22343.200000	24.328400
0.138500	21718.200000	23.886300
0.138000	21093.200000	24.254600
0.137000	22030.700000	25.008300
0.135500	20780.700000	24.868100
0.136500	21093.200000	24.182000
0.139000	22030.700000	24.294000
0.138000	22343.200000	24.585600
0.138500	21718.200000	24.495900
0.140000	22655.700000	23.239000
0.136500	21718.200000	24.047900
0.139500	21718.200000	26.005000
0.138500	21718.200000	24.621800
0.136500	21405.700000	24.513900
0.140000	22343.200000	23.729200
0.137000	21405.700000	25.672100
0.138000	22030.700000	24.645900
0.139500	22030.700000	24.642800
0.140000	22030.700000	23.823100
0.138000	22030.700000	24.688500
0.137000	22030.700000	24.389700
0.140000	22655.700000	23.081100
0.139500	21718.200000	24.795600
0.138500	21718.200000	25.715000
0.137000	21405.700000	26.587000
0.139500	22343.200000	24.689300
0.139500	22343.200000	24.750900
0.139000	22655.700000	23.446200
0.137500	20780.700000	24.714300
0.139000	22030.700000	23.879600
