"PowerMultiplier []","Time [ns]","Particles []"
331.875,14.075,49
331.875,14.0875,49
331.875,14.1,49
331.875,14.1125,49
331.875,14.125,48
331.875,14.1375,48
331.875,14.15,48
331.875,14.1625,48
331.875,14.175,46
331.875,14.1875,46
331.875,14.2,46
331.875,14.2125,46
331.875,14.225,47
331.875,14.2375,49
331.875,14.25,49
331.875,14.2625,49
331.875,14.275,49
331.875,14.2875,48
331.875,14.3,48
331.875,14.3125,49
331.875,14.325,49
331.875,14.3375,50
331.875,14.35,49
331.875,14.3625,49
331.875,14.375,49
331.875,14.3875,48
331.875,14.4,48
331.875,14.4125,48
331.875,14.425,48
331.875,14.4375,51
331.875,14.45,50
331.875,14.4625,50
331.875,14.475,50
331.875,14.4875,51
331.875,14.5,50
331.875,14.5125,53
331.875,14.525,51
331.875,14.5375,51
331.875,14.55,54
331.875,14.5625,57
331.875,14.575,56
331.875,14.5875,59
331.875,14.6,57
331.875,14.6125,57
331.875,14.625,56
331.875,14.6375,57
331.875,14.65,55
331.875,14.6625,52
331.875,14.675,52
331.875,14.6875,51
331.875,14.7,50
331.875,14.7125,55
331.875,14.725,53
331.875,14.7375,53
331.875,14.75,53
331.875,14.7625,50
331.875,14.775,48
331.875,14.7875,49
331.875,14.8,49
331.875,14.8125,50
331.875,14.825,51
331.875,14.8375,50
331.875,14.85,50
331.875,14.8625,47
331.875,14.875,46
331.875,14.8875,45
331.875,14.9,47
331.875,14.9125,47
331.875,14.925,49
331.875,14.9375,49
331.875,14.95,48
331.875,14.9625,48
331.875,14.975,49
331.875,14.9875,48
331.875,15,47
331.875,15.0125,52
331.875,15.025,51
331.875,15.0375,52
331.875,15.05,57
331.875,15.0625,55
331.875,15.075,55
331.875,15.0875,57
331.875,15.1,56
331.875,15.1125,57
331.875,15.125,55
331.875,15.1375,55
331.875,15.15,55
331.875,15.1625,59
331.875,15.175,59
331.875,15.1875,59
331.875,15.2,64
331.875,15.2125,63
331.875,15.225,66
331.875,15.2375,65
331.875,15.25,60
331.875,15.2625,61
331.875,15.275,61
331.875,15.2875,58
331.875,15.3,55
331.875,15.3125,52
331.875,15.325,52
331.875,15.3375,51
331.875,15.35,48
331.875,15.3625,48
331.875,15.375,48
331.875,15.3875,46
331.875,15.4,45
331.875,15.4125,44
331.875,15.425,44
331.875,15.4375,46
331.875,15.45,46
331.875,15.4625,44
331.875,15.475,44
331.875,15.4875,44
331.875,15.5,44
331.875,15.5125,44
331.875,15.525,44
331.875,15.5375,44
331.875,15.55,45
331.875,15.5625,44
331.875,15.575,43
331.875,15.5875,43
331.875,15.6,41
331.875,15.6125,41
331.875,15.625,41
331.875,15.6375,40
331.875,15.65,41
331.875,15.6625,40
331.875,15.675,42
331.875,15.6875,42
331.875,15.7,42
331.875,15.7125,43
331.875,15.725,43
331.875,15.7375,42
331.875,15.75,41
331.875,15.7625,45
331.875,15.775,45
331.875,15.7875,45
331.875,15.8,44
331.875,15.8125,43
331.875,15.825,43
331.875,15.8375,44
331.875,15.85,44
331.875,15.8625,44
331.875,15.875,45
331.875,15.8875,49
331.875,15.9,48
331.875,15.9125,47
331.875,15.925,47
331.875,15.9375,47
331.875,15.95,50
331.875,15.9625,49
331.875,15.975,49
331.875,15.9875,47
331.875,16,47
331.875,16.0125,47
331.875,16.025,47
331.875,16.0375,49
331.875,16.05,52
331.875,16.0625,51
331.875,16.075,49
331.875,16.0875,49
331.875,16.1,49
331.875,16.1125,49
331.875,16.125,51
331.875,16.1375,53
331.875,16.15,52
331.875,16.1625,52
331.875,16.175,52
331.875,16.1875,51
331.875,16.2,54
331.875,16.2125,58
331.875,16.225,58
331.875,16.2375,57
331.875,16.25,56
331.875,16.2625,54
331.875,16.275,51
331.875,16.2875,55
331.875,16.3,55
331.875,16.3125,54
331.875,16.325,54
331.875,16.3375,53
331.875,16.35,51
331.875,16.3625,50
331.875,16.375,55
331.875,16.3875,56
331.875,16.4,53
331.875,16.4125,50
331.875,16.425,50
331.875,16.4375,51
331.875,16.45,51
331.875,16.4625,51
331.875,16.475,50
331.875,16.4875,51
331.875,16.5,50
331.875,16.5125,48
331.875,16.525,50
331.875,16.5375,52
331.875,16.55,50
331.875,16.5625,48
331.875,16.575,50
331.875,16.5875,50
331.875,16.6,49
331.875,16.6125,47
331.875,16.625,46
331.875,16.6375,46
331.875,16.65,48
331.875,16.6625,47
331.875,16.675,47
331.875,16.6875,46
331.875,16.7,45
331.875,16.7125,45
331.875,16.725,45
331.875,16.7375,44
331.875,16.75,44
331.875,16.7625,43
331.875,16.775,42
331.875,16.7875,39
331.875,16.8,38
331.875,16.8125,38
331.875,16.825,38
331.875,16.8375,38
331.875,16.85,38
331.875,16.8625,38
331.875,16.875,37
331.875,16.8875,37
331.875,16.9,36
331.875,16.9125,36
331.875,16.925,35
331.875,16.9375,35
331.875,16.95,35
331.875,16.9625,35
331.875,16.975,35
331.875,16.9875,35
331.875,17,38
331.875,17.0125,38
331.875,17.025,38
331.875,17.0375,40
331.875,17.05,40
331.875,17.0625,39
331.875,17.075,38
331.875,17.0875,38
331.875,17.1,38
331.875,17.1125,38
331.875,17.125,38
331.875,17.1375,38
331.875,17.15,37
331.875,17.1625,37
331.875,17.175,37
331.875,17.1875,36
331.875,17.2,37
331.875,17.2125,36
331.875,17.225,44
331.875,17.2375,43
331.875,17.25,42
331.875,17.2625,41
331.875,17.275,41
331.875,17.2875,41
331.875,17.3,41
331.875,17.3125,41
331.875,17.325,41
331.875,17.3375,41
331.875,17.35,40
331.875,17.3625,38
331.875,17.375,37
331.875,17.3875,37
331.875,17.4,37
331.875,17.4125,37
331.875,17.425,37
331.875,17.4375,37
331.875,17.45,42
331.875,17.4625,41
331.875,17.475,42
331.875,17.4875,42
331.875,17.5,41
331.875,17.5125,41
331.875,17.525,40
331.875,17.5375,40
331.875,17.55,39
331.875,17.5625,42
331.875,17.575,41
331.875,17.5875,41
331.875,17.6,41
331.875,17.6125,41
331.875,17.625,41
331.875,17.6375,39
331.875,17.65,48
331.875,17.6625,50
331.875,17.675,50
331.875,17.6875,50
331.875,17.7,50
331.875,17.7125,49
331.875,17.725,52
331.875,17.7375,51
331.875,17.75,51
331.875,17.7625,54
331.875,17.775,54
331.875,17.7875,53
331.875,17.8,56
331.875,17.8125,56
331.875,17.825,55
331.875,17.8375,54
331.875,17.85,54
331.875,17.8625,54
331.875,17.875,52
331.875,17.8875,52
331.875,17.9,51
331.875,17.9125,51
331.875,17.925,51
331.875,17.9375,51
331.875,17.95,50
331.875,17.9625,49
331.875,17.975,47
331.875,17.9875,47
331.875,18,46
331.875,18.0125,43
331.875,18.025,46
331.875,18.0375,45
331.875,18.05,45
331.875,18.0625,47
331.875,18.075,45
331.875,18.0875,44
331.875,18.1,47
331.875,18.1125,47
331.875,18.125,47
331.875,18.1375,45
331.875,18.15,45
331.875,18.1625,44
331.875,18.175,45
331.875,18.1875,45
331.875,18.2,44
331.875,18.2125,44
331.875,18.225,44
331.875,18.2375,47
331.875,18.25,47
331.875,18.2625,46
331.875,18.275,47
331.875,18.2875,47
331.875,18.3,49
331.875,18.3125,51
331.875,18.325,49
331.875,18.3375,50
331.875,18.35,53
331.875,18.3625,52
331.875,18.375,53
331.875,18.3875,55
331.875,18.4,56
331.875,18.4125,55
331.875,18.425,57
331.875,18.4375,56
331.875,18.45,55
331.875,18.4625,57
331.875,18.475,55
331.875,18.4875,54
331.875,18.5,52
331.875,18.5125,52
331.875,18.525,51
331.875,18.5375,51
331.875,18.55,50
331.875,18.5625,50
331.875,18.575,50
331.875,18.5875,50
331.875,18.6,53
331.875,18.6125,56
331.875,18.625,56
331.875,18.6375,53
331.875,18.65,51
331.875,18.6625,48
331.875,18.675,46
331.875,18.6875,48
331.875,18.7,48
331.875,18.7125,47
331.875,18.725,49
331.875,18.7375,51
331.875,18.75,50
331.875,18.7625,49
331.875,18.775,50
331.875,18.7875,50
331.875,18.8,50
331.875,18.8125,49
331.875,18.825,49
331.875,18.8375,50
331.875,18.85,51
331.875,18.8625,51
331.875,18.875,51
331.875,18.8875,49
331.875,18.9,49
331.875,18.9125,49
331.875,18.925,51
331.875,18.9375,53
331.875,18.95,53
331.875,18.9625,54
331.875,18.975,54
331.875,18.9875,53
331.875,19,53
331.875,19.0125,52
331.875,19.025,55
331.875,19.0375,56
331.875,19.05,58
331.875,19.0625,58
331.875,19.075,58
331.875,19.0875,56
331.875,19.1,59
331.875,19.1125,59
331.875,19.125,58
331.875,19.1375,59
331.875,19.15,59
331.875,19.1625,58
331.875,19.175,58
331.875,19.1875,58
331.875,19.2,57
331.875,19.2125,55
331.875,19.225,54
331.875,19.2375,54
331.875,19.25,50
331.875,19.2625,51
331.875,19.275,50
331.875,19.2875,51
331.875,19.3,50
331.875,19.3125,50
331.875,19.325,50
331.875,19.3375,49
331.875,19.35,48
331.875,19.3625,47
331.875,19.375,46
331.875,19.3875,46
331.875,19.4,46
331.875,19.4125,45
331.875,19.425,45
331.875,19.4375,43
331.875,19.45,43
331.875,19.4625,42
331.875,19.475,42
331.875,19.4875,40
331.875,19.5,40
331.875,19.5125,39
331.875,19.525,39
331.875,19.5375,39
331.875,19.55,38
331.875,19.5625,37
331.875,19.575,36
331.875,19.5875,34
331.875,19.6,35
331.875,19.6125,35
331.875,19.625,35
331.875,19.6375,35
331.875,19.65,35
331.875,19.6625,35
331.875,19.675,35
331.875,19.6875,35
331.875,19.7,35
331.875,19.7125,35
331.875,19.725,34
331.875,19.7375,33
331.875,19.75,33
331.875,19.7625,33
331.875,19.775,33
331.875,19.7875,33
331.875,19.8,33
331.875,19.8125,33
331.875,19.825,32
331.875,19.8375,31
331.875,19.85,31
331.875,19.8625,31
331.875,19.875,31
331.875,19.8875,31
331.875,19.9,32
331.875,19.9125,34
331.875,19.925,34
331.875,19.9375,34
331.875,19.95,34
331.875,19.9625,34
331.875,19.975,34
331.875,19.9875,33
331.875,20,36
331.875,20.0125,36
331.875,20.025,36
331.875,20.0375,35
331.875,20.05,35
331.875,20.0625,35
331.875,20.075,38
331.875,20.0875,38
331.875,20.1,37
331.875,20.1125,37
331.875,20.125,37
331.875,20.1375,36
331.875,20.15,35
331.875,20.1625,35
331.875,20.175,35
331.875,20.1875,35
331.875,20.2,34
331.875,20.2125,34
331.875,20.225,34
331.875,20.2375,34
331.875,20.25,34
331.875,20.2625,34
331.875,20.275,33
331.875,20.2875,33
331.875,20.3,33
331.875,20.3125,33
331.875,20.325,33
331.875,20.3375,33
331.875,20.35,32
331.875,20.3625,31
331.875,20.375,30
331.875,20.3875,30
331.875,20.4,30
331.875,20.4125,30
331.875,20.425,30
331.875,20.4375,29
331.875,20.45,29
331.875,20.4625,29
331.875,20.475,28
331.875,20.4875,28
331.875,20.5,28
331.875,20.5125,28
331.875,20.525,27
331.875,20.5375,26
331.875,20.55,32
331.875,20.5625,32
331.875,20.575,32
331.875,20.5875,32
331.875,20.6,32
331.875,20.6125,32
331.875,20.625,32
331.875,20.6375,32
331.875,20.65,32
331.875,20.6625,32
331.875,20.675,32
331.875,20.6875,32
331.875,20.7,37
331.875,20.7125,37
331.875,20.725,37
331.875,20.7375,38
331.875,20.75,36
331.875,20.7625,35
331.875,20.775,35
331.875,20.7875,35
331.875,20.8,34
331.875,20.8125,38
331.875,20.825,37
331.875,20.8375,37
331.875,20.85,37
331.875,20.8625,37
331.875,20.875,37
331.875,20.8875,35
331.875,20.9,35
331.875,20.9125,37
331.875,20.925,37
331.875,20.9375,38
331.875,20.95,38
331.875,20.9625,38
331.875,20.975,38
331.875,20.9875,38
331.875,21,38
331.875,21.0125,38
331.875,21.025,37
331.875,21.0375,38
331.875,21.05,38
331.875,21.0625,38
331.875,21.075,37
331.875,21.0875,37
331.875,21.1,36
331.875,21.1125,36
331.875,21.125,36
331.875,21.1375,39
331.875,21.15,40
331.875,21.1625,39
331.875,21.175,38
331.875,21.1875,39
331.875,21.2,39
331.875,21.2125,42
331.875,21.225,41
331.875,21.2375,41
331.875,21.25,41
331.875,21.2625,41
331.875,21.275,40
331.875,21.2875,45
331.875,21.3,44
331.875,21.3125,44
331.875,21.325,45
331.875,21.3375,44
331.875,21.35,43
331.875,21.3625,42
331.875,21.375,44
331.875,21.3875,45
331.875,21.4,45
331.875,21.4125,45
331.875,21.425,46
331.875,21.4375,44
331.875,21.45,43
331.875,21.4625,43
331.875,21.475,45
331.875,21.4875,45
331.875,21.5,44
331.875,21.5125,44
331.875,21.525,44
331.875,21.5375,42
331.875,21.55,42
331.875,21.5625,40
331.875,21.575,40
331.875,21.5875,42
331.875,21.6,41
331.875,21.6125,38
331.875,21.625,37
331.875,21.6375,37
331.875,21.65,37
331.875,21.6625,37
331.875,21.675,38
331.875,21.6875,41
331.875,21.7,41
331.875,21.7125,41
331.875,21.725,41
331.875,21.7375,40
331.875,21.75,40
331.875,21.7625,40
331.875,21.775,42
331.875,21.7875,40
331.875,21.8,40
331.875,21.8125,41
331.875,21.825,39
331.875,21.8375,39
331.875,21.85,40
331.875,21.8625,40
331.875,21.875,38
331.875,21.8875,36
331.875,21.9,36
331.875,21.9125,36
331.875,21.925,36
331.875,21.9375,35
331.875,21.95,33
331.875,21.9625,32
331.875,21.975,32
331.875,21.9875,32
331.875,22,32
331.875,22.0125,32
331.875,22.025,31
331.875,22.0375,29
331.875,22.05,29
331.875,22.0625,30
331.875,22.075,29
331.875,22.0875,29
331.875,22.1,30
331.875,22.1125,30
331.875,22.125,30
331.875,22.1375,30
331.875,22.15,32
331.875,22.1625,32
331.875,22.175,31
331.875,22.1875,29
331.875,22.2,28
331.875,22.2125,28
331.875,22.225,28
331.875,22.2375,28
331.875,22.25,28
331.875,22.2625,31
331.875,22.275,31
331.875,22.2875,31
331.875,22.3,31
331.875,22.3125,33
331.875,22.325,33
331.875,22.3375,33
331.875,22.35,33
331.875,22.3625,31
331.875,22.375,31
331.875,22.3875,29
331.875,22.4,28
331.875,22.4125,28
331.875,22.425,28
331.875,22.4375,27
331.875,22.45,25
331.875,22.4625,25
331.875,22.475,26
331.875,22.4875,26
331.875,22.5,26
331.875,22.5125,26
331.875,22.525,26
331.875,22.5375,25
331.875,22.55,25
331.875,22.5625,24
331.875,22.575,24
331.875,22.5875,24
331.875,22.6,24
331.875,22.6125,25
331.875,22.625,25
331.875,22.6375,26
331.875,22.65,26
331.875,22.6625,26
331.875,22.675,27
331.875,22.6875,26
331.875,22.7,26
331.875,22.7125,26
331.875,22.725,26
331.875,22.7375,26
331.875,22.75,26
331.875,22.7625,26
331.875,22.775,26
331.875,22.7875,26
331.875,22.8,26
331.875,22.8125,27
331.875,22.825,27
331.875,22.8375,27
331.875,22.85,30
331.875,22.8625,30
331.875,22.875,30
331.875,22.8875,30
331.875,22.9,31
331.875,22.9125,30
331.875,22.925,32
331.875,22.9375,34
331.875,22.95,34
331.875,22.9625,34
331.875,22.975,34
331.875,22.9875,34
331.875,23,33
331.875,23.0125,33
331.875,23.025,36
331.875,23.0375,35
331.875,23.05,35
331.875,23.0625,35
331.875,23.075,35
331.875,23.0875,34
331.875,23.1,36
331.875,23.1125,35
331.875,23.125,32
331.875,23.1375,31
331.875,23.15,30
331.875,23.1625,31
331.875,23.175,31
331.875,23.1875,31
331.875,23.2,32
331.875,23.2125,32
331.875,23.225,32
331.875,23.2375,33
331.875,23.25,33
331.875,23.2625,33
331.875,23.275,34
331.875,23.2875,33
331.875,23.3,33
331.875,23.3125,34
331.875,23.325,33
331.875,23.3375,33
331.875,23.35,32
331.875,23.3625,32
331.875,23.375,31
331.875,23.3875,31
331.875,23.4,31
331.875,23.4125,31
331.875,23.425,32
331.875,23.4375,35
331.875,23.45,34
331.875,23.4625,33
331.875,23.475,33
331.875,23.4875,31
331.875,23.5,31
331.875,23.5125,31
331.875,23.525,31
331.875,23.5375,31
331.875,23.55,33
331.875,23.5625,35
331.875,23.575,35
331.875,23.5875,35
331.875,23.6,34
331.875,23.6125,34
331.875,23.625,34
331.875,23.6375,37
331.875,23.65,36
331.875,23.6625,37
331.875,23.675,37
331.875,23.6875,37
331.875,23.7,37
331.875,23.7125,37
331.875,23.725,39
331.875,23.7375,39
331.875,23.75,38
331.875,23.7625,38
331.875,23.775,38
331.875,23.7875,38
331.875,23.8,37
331.875,23.8125,37
331.875,23.825,36
331.875,23.8375,36
331.875,23.85,36
331.875,23.8625,35
331.875,23.875,34
331.875,23.8875,34
331.875,23.9,34
331.875,23.9125,34
331.875,23.925,35
331.875,23.9375,34
331.875,23.95,34
331.875,23.9625,34
331.875,23.975,33
331.875,23.9875,33
331.875,24,33
331.875,24.0125,33
331.875,24.025,33
331.875,24.0375,33
331.875,24.05,35
331.875,24.0625,35
331.875,24.075,35
331.875,24.0875,33
331.875,24.1,33
331.875,24.1125,33
331.875,24.125,33
331.875,24.1375,33
331.875,24.15,33
331.875,24.1625,32
331.875,24.175,31
331.875,24.1875,30
331.875,24.2,30
331.875,24.2125,31
331.875,24.225,30
331.875,24.2375,30
331.875,24.25,30
331.875,24.2625,29
331.875,24.275,29
331.875,24.2875,29
331.875,24.3,31
331.875,24.3125,33
331.875,24.325,36
331.875,24.3375,36
331.875,24.35,36
331.875,24.3625,37
331.875,24.375,37
331.875,24.3875,39
331.875,24.4,41
331.875,24.4125,40
331.875,24.425,38
331.875,24.4375,40
331.875,24.45,40
331.875,24.4625,40
331.875,24.475,41
331.875,24.4875,41
331.875,24.5,40
331.875,24.5125,40
331.875,24.525,39
331.875,24.5375,37
331.875,24.55,37
331.875,24.5625,37
331.875,24.575,36
331.875,24.5875,36
331.875,24.6,34
331.875,24.6125,33
331.875,24.625,33
331.875,24.6375,34
331.875,24.65,32
331.875,24.6625,31
331.875,24.675,31
331.875,24.6875,31
331.875,24.7,30
331.875,24.7125,30
331.875,24.725,31
331.875,24.7375,31
331.875,24.75,30
331.875,24.7625,30
331.875,24.775,30
331.875,24.7875,30
331.875,24.8,36
331.875,24.8125,36
331.875,24.825,35
331.875,24.8375,35
331.875,24.85,34
331.875,24.8625,34
331.875,24.875,33
331.875,24.8875,33
331.875,24.9,33
331.875,24.9125,35
331.875,24.925,35
331.875,24.9375,35
331.875,24.95,35
331.875,24.9625,35
331.875,24.975,34
331.875,24.9875,33
331.875,25,33
331.875,25.0125,31
331.875,25.025,31
331.875,25.0375,30
331.875,25.05,29
331.875,25.0625,31
331.875,25.075,31
331.875,25.0875,31
331.875,25.1,30
331.875,25.1125,30
331.875,25.125,33
331.875,25.1375,33
331.875,25.15,32
331.875,25.1625,31
331.875,25.175,32
331.875,25.1875,32
331.875,25.2,31
331.875,25.2125,31
331.875,25.225,29
331.875,25.2375,29
331.875,25.25,29
331.875,25.2625,31
331.875,25.275,35
331.875,25.2875,35
331.875,25.3,36
331.875,25.3125,36
331.875,25.325,36
331.875,25.3375,36
331.875,25.35,37
331.875,25.3625,36
331.875,25.375,37
331.875,25.3875,37
331.875,25.4,37
331.875,25.4125,36
331.875,25.425,35
331.875,25.4375,35
331.875,25.45,37
331.875,25.4625,43
331.875,25.475,42
331.875,25.4875,42
331.875,25.5,45
331.875,25.5125,43
331.875,25.525,41
331.875,25.5375,41
331.875,25.55,41
331.875,25.5625,42
331.875,25.575,41
331.875,25.5875,41
331.875,25.6,41
331.875,25.6125,40
331.875,25.625,38
331.875,25.6375,40
331.875,25.65,41
331.875,25.6625,41
331.875,25.675,43
331.875,25.6875,43
331.875,25.7,43
331.875,25.7125,44
331.875,25.725,44
331.875,25.7375,43
331.875,25.75,43
331.875,25.7625,42
331.875,25.775,42
331.875,25.7875,41
331.875,25.8,40
331.875,25.8125,40
331.875,25.825,40
331.875,25.8375,41
331.875,25.85,40
331.875,25.8625,39
331.875,25.875,39
331.875,25.8875,39
331.875,25.9,37
331.875,25.9125,36
331.875,25.925,35
331.875,25.9375,36
331.875,25.95,36
331.875,25.9625,36
331.875,25.975,36
331.875,25.9875,36
331.875,26,36
331.875,26.0125,35
331.875,26.025,nan
331.875,26.0375,nan
331.875,26.05,nan
331.875,26.0625,nan
331.875,26.075,nan
331.875,26.0875,nan
331.875,26.1,nan
331.875,26.1125,nan
331.875,26.125,nan
331.875,26.1375,nan
331.875,26.15,nan
331.875,26.1625,nan
331.875,26.175,nan
331.875,26.1875,nan
331.875,26.2,nan
331.875,26.2125,nan
331.875,26.225,nan
331.875,26.2375,nan
331.875,26.25,nan
331.875,26.2625,nan
331.875,26.275,nan
331.875,26.2875,nan
331.875,26.3,nan
331.875,26.3125,nan
331.875,26.325,nan
331.875,26.3375,nan
331.875,26.35,nan
331.875,26.3625,nan
331.875,26.375,nan
331.875,26.3875,nan
331.875,26.4,nan
331.875,26.4125,nan
331.875,26.425,nan
331.875,26.4375,nan
331.875,26.45,nan
331.875,26.4625,nan
331.875,26.475,nan
331.875,26.4875,nan
331.875,26.5,nan
331.875,26.5125,nan
331.875,26.525,nan
331.875,26.5375,nan
331.875,26.55,nan
331.875,26.5625,nan
331.875,26.575,nan
331.875,26.5875,nan
331.875,26.6,nan
331.875,26.6125,nan
331.875,26.625,nan
331.875,26.6375,nan
331.875,26.65,nan
331.875,26.6625,nan
331.875,26.675,nan
331.875,26.6875,nan
331.875,26.7,nan
331.875,26.7125,nan
331.875,26.725,nan
331.875,26.7375,nan
331.875,26.75,nan
331.875,26.7625,nan
331.875,26.775,nan
331.875,26.7875,nan
331.875,26.8,nan
331.875,26.8125,nan
331.875,26.825,nan
331.875,26.8375,nan
331.875,26.85,nan
331.875,26.8625,nan
331.875,26.875,nan
331.875,26.8875,nan
331.875,26.9,nan
331.875,26.9125,nan
331.875,26.925,nan
331.875,26.9375,nan
331.875,26.95,nan
331.875,26.9625,nan
331.875,26.975,nan
331.875,26.9875,nan
331.875,27,nan
331.875,27.0125,nan
331.875,27.025,nan
331.875,27.0375,nan
331.875,27.05,nan
331.875,27.0625,nan
331.875,27.075,nan
331.875,27.0875,nan
331.875,27.1,nan
331.875,27.1125,nan
331.875,27.125,nan
331.875,27.1375,nan
331.875,27.15,nan
331.875,27.1625,nan
331.875,27.175,nan
331.875,27.1875,nan
331.875,27.2,nan
331.875,27.2125,nan
331.875,27.225,nan
331.875,27.2375,nan
331.875,27.25,nan
331.875,27.2625,nan
331.875,27.275,nan
331.875,27.2875,nan
331.875,27.3,nan
331.875,27.3125,nan
331.875,27.325,nan
331.875,27.3375,nan
331.875,27.35,nan
331.875,27.3625,nan
331.875,27.375,nan
331.875,27.3875,nan
331.875,27.4,nan
331.875,27.4125,nan
331.875,27.425,nan
331.875,27.4375,nan
331.875,27.45,nan
331.875,27.4625,nan
331.875,27.475,nan
331.875,27.4875,nan
331.875,27.5,nan
331.875,27.5125,nan
331.875,27.525,nan
331.875,27.5375,nan
331.875,27.55,nan
331.875,27.5625,nan
331.875,27.575,nan
331.875,27.5875,nan
331.875,27.6,nan
331.875,27.6125,nan
331.875,27.625,nan
331.875,27.6375,nan
331.875,27.65,nan
331.875,27.6625,nan
331.875,27.675,nan
331.875,27.6875,nan
331.875,27.7,nan
331.875,27.7125,nan
331.875,27.725,nan
331.875,27.7375,nan
331.875,27.75,nan
331.875,27.7625,nan
331.875,27.775,nan
331.875,27.7875,nan
331.875,27.8,nan
331.875,27.8125,nan
331.875,27.825,nan
331.875,27.8375,nan
331.875,27.85,nan
331.875,27.8625,nan
331.875,27.875,nan
331.875,27.8875,nan
331.875,27.9,nan
331.875,27.9125,nan
331.875,27.925,nan
331.875,27.9375,nan
331.875,27.95,nan
331.875,27.9625,nan
331.875,27.975,nan
331.875,27.9875,nan
331.875,28,nan
331.875,28.0125,nan
331.875,28.025,nan
331.875,28.0375,nan
331.875,28.05,nan
331.875,28.0625,nan
331.875,28.075,nan
331.875,28.0875,nan
331.875,28.1,nan
331.875,28.1125,nan
331.875,28.125,nan
331.875,28.1375,nan
331.875,28.15,nan
331.875,28.1625,nan
331.875,28.175,nan
331.875,28.1875,nan
331.875,28.2,nan
331.875,28.2125,nan
331.875,28.225,nan
331.875,28.2375,nan
331.875,28.25,nan
331.875,28.2625,nan
331.875,28.275,nan
331.875,28.2875,nan
331.875,28.3,nan
331.875,28.3125,nan
331.875,28.325,nan
331.875,28.3375,nan
331.875,28.35,nan
331.875,28.3625,nan
331.875,28.375,nan
331.875,28.3875,nan
331.875,28.4,nan
331.875,28.4125,nan
331.875,28.425,nan
331.875,28.4375,nan
331.875,28.45,nan
331.875,28.4625,nan
331.875,28.475,nan
331.875,28.4875,nan
331.875,28.5,nan
331.875,28.5125,nan
331.875,28.525,nan
331.875,28.5375,nan
331.875,28.55,nan
331.875,28.5625,nan
331.875,28.575,nan
331.875,28.5875,nan
331.875,28.6,nan
331.875,28.6125,nan
331.875,28.625,nan
331.875,28.6375,nan
331.875,28.65,nan
331.875,28.6625,nan
331.875,28.675,nan
331.875,28.6875,nan
331.875,28.7,nan
331.875,28.7125,nan
331.875,28.725,nan
331.875,28.7375,nan
331.875,28.75,nan
331.875,28.7625,nan
331.875,28.775,nan
331.875,28.7875,nan
331.875,28.8,nan
331.875,28.8125,nan
331.875,28.825,nan
331.875,28.8375,nan
331.875,28.85,nan
331.875,28.8625,nan
331.875,28.875,nan
331.875,28.8875,nan
331.875,28.9,nan
331.875,28.9125,nan
331.875,28.925,nan
331.875,28.9375,nan
331.875,28.95,nan
331.875,28.9625,nan
331.875,28.975,nan
331.875,28.9875,nan
331.875,29,nan
331.875,29.0125,nan
331.875,29.025,nan
331.875,29.0375,nan
331.875,29.05,nan
331.875,29.0625,nan
331.875,29.075,nan
331.875,29.0875,nan
331.875,29.1,nan
331.875,29.1125,nan
331.875,29.125,nan
331.875,29.1375,nan
331.875,29.15,nan
331.875,29.1625,nan
331.875,29.175,nan
331.875,29.1875,nan
331.875,29.2,nan
331.875,29.2125,nan
331.875,29.225,nan
331.875,29.2375,nan
331.875,29.25,nan
331.875,29.2625,nan
331.875,29.275,nan
331.875,29.2875,nan
331.875,29.3,nan
331.875,29.3125,nan
331.875,29.325,nan
331.875,29.3375,nan
331.875,29.35,nan
331.875,29.3625,nan
331.875,29.375,nan
331.875,29.3875,nan
331.875,29.4,nan
331.875,29.4125,nan
331.875,29.425,nan
331.875,29.4375,nan
331.875,29.45,nan
331.875,29.4625,nan
331.875,29.475,nan
331.875,29.4875,nan
331.875,29.5,nan
331.875,29.5125,nan
331.875,29.525,nan
331.875,29.5375,nan
331.875,29.55,nan
331.875,29.5625,nan
331.875,29.575,nan
331.875,29.5875,nan
331.875,29.6,nan
331.875,29.6125,nan
331.875,29.625,nan
331.875,29.6375,nan
331.875,29.65,nan
331.875,29.6625,nan
331.875,29.675,nan
331.875,29.6875,nan
331.875,29.7,nan
331.875,29.7125,nan
331.875,29.725,nan
331.875,29.7375,nan
331.875,29.75,nan
331.875,29.7625,nan
331.875,29.775,nan
331.875,29.7875,nan
331.875,29.8,nan
331.875,29.8125,nan
331.875,29.825,nan
331.875,29.8375,nan
331.875,29.85,nan
331.875,29.8625,nan
331.875,29.875,nan
331.875,29.8875,nan
331.875,29.9,nan
331.875,29.9125,nan
331.875,29.925,nan
331.875,29.9375,nan
331.875,29.95,nan
331.875,29.9625,nan
331.875,29.975,nan
331.875,29.9875,nan
331.875,30,nan
331.875,30.0125,nan
331.875,30.025,nan
331.875,30.0375,nan
331.875,30.05,nan
331.875,30.0625,nan
331.875,30.075,nan
331.875,30.0875,nan
331.875,30.1,nan
331.875,30.1125,nan
331.875,30.125,nan
331.875,30.1375,nan
331.875,30.15,nan
331.875,30.1625,nan
331.875,30.175,nan
331.875,30.1875,nan
331.875,30.2,nan
331.875,30.2125,nan
331.875,30.225,nan
331.875,30.2375,nan
331.875,30.25,nan
331.875,30.2625,nan
331.875,30.275,nan
331.875,30.2875,nan
331.875,30.3,nan
331.875,30.3125,nan
331.875,30.325,nan
