"PowerMultiplier []","Time [ns]","Particles []"
20,20.55,nan
20,20.5625,nan
20,20.575,nan
20,20.5875,nan
20,20.6,nan
20,20.6125,nan
20,20.625,nan
20,20.6375,nan
20,20.65,nan
20,20.6625,nan
20,20.675,nan
20,20.6875,nan
20,20.7,nan
20,20.7125,nan
20,20.725,nan
20,20.7375,nan
20,20.75,nan
20,20.7625,nan
20,20.775,nan
20,20.7875,nan
20,20.8,nan
20,20.8125,nan
20,20.825,nan
20,20.8375,nan
20,20.85,nan
20,20.8625,nan
20,20.875,nan
20,20.8875,nan
20,20.9,nan
20,20.9125,nan
20,20.925,nan
20,20.9375,nan
20,20.95,nan
20,20.9625,nan
20,20.975,nan
20,20.9875,nan
20,21,nan
20,21.0125,nan
20,21.025,nan
20,21.0375,nan
20,21.05,nan
20,21.0625,nan
20,21.075,nan
20,21.0875,nan
20,21.1,nan
20,21.1125,nan
20,21.125,nan
20,21.1375,nan
20,21.15,nan
20,21.1625,nan
20,21.175,nan
20,21.1875,nan
20,21.2,nan
20,21.2125,nan
20,21.225,nan
20,21.2375,nan
20,21.25,nan
20,21.2625,nan
20,21.275,nan
20,21.2875,nan
20,21.3,nan
20,21.3125,nan
20,21.325,nan
20,21.3375,nan
20,21.35,nan
20,21.3625,nan
20,21.375,nan
20,21.3875,nan
20,21.4,nan
20,21.4125,nan
20,21.425,nan
20,21.4375,nan
20,21.45,nan
20,21.4625,nan
20,21.475,nan
20,21.4875,nan
20,21.5,nan
20,21.5125,nan
20,21.525,nan
20,21.5375,nan
20,21.55,nan
20,21.5625,nan
20,21.575,nan
20,21.5875,nan
20,21.6,nan
20,21.6125,nan
20,21.625,nan
20,21.6375,nan
20,21.65,nan
20,21.6625,nan
20,21.675,nan
20,21.6875,nan
20,21.7,nan
20,21.7125,nan
20,21.725,nan
20,21.7375,nan
20,21.75,nan
20,21.7625,nan
20,21.775,nan
20,21.7875,nan
20,21.8,nan
20,21.8125,nan
20,21.825,nan
20,21.8375,nan
20,21.85,nan
20,21.8625,nan
20,21.875,nan
20,21.8875,nan
20,21.9,nan
20,21.9125,nan
20,21.925,nan
20,21.9375,nan
20,21.95,nan
20,21.9625,nan
20,21.975,nan
20,21.9875,nan
20,22,nan
20,22.0125,nan
20,22.025,nan
20,22.0375,nan
20,22.05,nan
20,22.0625,nan
20,22.075,nan
20,22.0875,nan
20,22.1,nan
20,22.1125,nan
20,22.125,nan
20,22.1375,nan
20,22.15,nan
20,22.1625,nan
20,22.175,nan
20,22.1875,nan
20,22.2,nan
20,22.2125,nan
20,22.225,nan
20,22.2375,nan
20,22.25,nan
20,22.2625,nan
20,22.275,nan
20,22.2875,nan
20,22.3,nan
20,22.3125,nan
20,22.325,nan
20,22.3375,nan
20,22.35,nan
20,22.3625,nan
20,22.375,nan
20,22.3875,nan
20,22.4,nan
20,22.4125,nan
20,22.425,nan
20,22.4375,nan
20,22.45,nan
20,22.4625,nan
20,22.475,nan
20,22.4875,nan
20,22.5,nan
20,22.5125,nan
20,22.525,nan
20,22.5375,nan
20,22.55,nan
20,22.5625,nan
20,22.575,nan
20,22.5875,nan
20,22.6,nan
20,22.6125,nan
20,22.625,nan
20,22.6375,nan
20,22.65,nan
20,22.6625,nan
20,22.675,nan
20,22.6875,nan
20,22.7,nan
20,22.7125,nan
20,22.725,nan
20,22.7375,nan
20,22.75,nan
20,22.7625,nan
20,22.775,nan
20,22.7875,nan
20,22.8,nan
20,22.8125,nan
20,22.825,nan
20,22.8375,nan
20,22.85,nan
20,22.8625,nan
20,22.875,nan
20,22.8875,nan
20,22.9,nan
20,22.9125,nan
20,22.925,nan
20,22.9375,nan
20,22.95,nan
20,22.9625,nan
20,22.975,nan
20,22.9875,nan
20,23,nan
20,23.0125,nan
20,23.025,nan
20,23.0375,nan
20,23.05,nan
20,23.0625,nan
20,23.075,nan
20,23.0875,nan
20,23.1,nan
20,23.1125,nan
20,23.125,nan
20,23.1375,nan
20,23.15,nan
20,23.1625,nan
20,23.175,nan
20,23.1875,nan
20,23.2,nan
20,23.2125,nan
20,23.225,nan
20,23.2375,nan
20,23.25,nan
20,23.2625,nan
20,23.275,nan
20,23.2875,nan
20,23.3,nan
20,23.3125,nan
20,23.325,nan
20,23.3375,nan
20,23.35,nan
20,23.3625,nan
20,23.375,nan
20,23.3875,nan
20,23.4,nan
20,23.4125,nan
20,23.425,nan
20,23.4375,nan
20,23.45,nan
20,23.4625,nan
20,23.475,nan
20,23.4875,nan
20,23.5,nan
20,23.5125,nan
20,23.525,nan
20,23.5375,nan
20,23.55,nan
20,23.5625,nan
20,23.575,nan
20,23.5875,nan
20,23.6,nan
20,23.6125,nan
20,23.625,nan
20,23.6375,nan
20,23.65,nan
20,23.6625,nan
20,23.675,nan
20,23.6875,nan
20,23.7,nan
20,23.7125,nan
20,23.725,nan
20,23.7375,nan
20,23.75,nan
20,23.7625,nan
20,23.775,nan
20,23.7875,nan
20,23.8,nan
20,23.8125,nan
20,23.825,nan
20,23.8375,nan
20,23.85,nan
20,23.8625,nan
20,23.875,nan
20,23.8875,nan
20,23.9,nan
20,23.9125,nan
20,23.925,nan
20,23.9375,nan
20,23.95,nan
20,23.9625,nan
20,23.975,nan
20,23.9875,nan
20,24,nan
20,24.0125,nan
20,24.025,nan
20,24.0375,nan
20,24.05,nan
20,24.0625,nan
20,24.075,nan
20,24.0875,nan
20,24.1,nan
20,24.1125,nan
20,24.125,nan
20,24.1375,nan
20,24.15,nan
20,24.1625,nan
20,24.175,nan
20,24.1875,nan
20,24.2,nan
20,24.2125,nan
20,24.225,nan
20,24.2375,nan
20,24.25,nan
20,24.2625,nan
20,24.275,nan
20,24.2875,nan
20,24.3,nan
20,24.3125,nan
20,24.325,nan
20,24.3375,nan
20,24.35,nan
20,24.3625,nan
20,24.375,nan
20,24.3875,nan
20,24.4,nan
20,24.4125,nan
20,24.425,nan
20,24.4375,nan
20,24.45,nan
20,24.4625,nan
20,24.475,nan
20,24.4875,nan
20,24.5,nan
20,24.5125,nan
20,24.525,nan
20,24.5375,nan
20,24.55,nan
20,24.5625,nan
20,24.575,nan
20,24.5875,nan
20,24.6,nan
20,24.6125,nan
20,24.625,nan
20,24.6375,nan
20,24.65,nan
20,24.6625,nan
20,24.675,nan
20,24.6875,nan
20,24.7,nan
20,24.7125,nan
20,24.725,nan
20,24.7375,nan
20,24.75,nan
20,24.7625,nan
20,24.775,nan
20,24.7875,nan
20,24.8,nan
20,24.8125,nan
20,24.825,nan
20,24.8375,nan
20,24.85,nan
20,24.8625,nan
20,24.875,nan
20,24.8875,nan
20,24.9,nan
20,24.9125,nan
20,24.925,nan
20,24.9375,nan
20,24.95,nan
20,24.9625,nan
20,24.975,nan
20,24.9875,nan
20,25,nan
20,25.0125,nan
20,25.025,nan
20,25.0375,nan
20,25.05,nan
20,25.0625,nan
20,25.075,nan
20,25.0875,nan
20,25.1,nan
20,25.1125,nan
20,25.125,nan
20,25.1375,nan
20,25.15,nan
20,25.1625,nan
20,25.175,nan
20,25.1875,nan
20,25.2,nan
20,25.2125,nan
20,25.225,nan
20,25.2375,nan
20,25.25,nan
20,25.2625,nan
20,25.275,nan
20,25.2875,nan
20,25.3,nan
20,25.3125,nan
20,25.325,nan
20,25.3375,nan
20,25.35,nan
20,25.3625,nan
20,25.375,nan
20,25.3875,nan
20,25.4,nan
20,25.4125,nan
20,25.425,nan
20,25.4375,nan
20,25.45,nan
20,25.4625,nan
20,25.475,nan
20,25.4875,nan
20,25.5,nan
20,25.5125,nan
20,25.525,nan
20,25.5375,nan
20,25.55,nan
20,25.5625,nan
20,25.575,nan
20,25.5875,nan
20,25.6,nan
20,25.6125,nan
20,25.625,nan
20,25.6375,nan
20,25.65,nan
20,25.6625,nan
20,25.675,nan
20,25.6875,nan
20,25.7,nan
20,25.7125,nan
20,25.725,nan
20,25.7375,nan
20,25.75,nan
20,25.7625,nan
20,25.775,nan
20,25.7875,nan
20,25.8,nan
20,25.8125,nan
20,25.825,nan
20,25.8375,nan
20,25.85,nan
20,25.8625,nan
20,25.875,nan
20,25.8875,nan
20,25.9,nan
20,25.9125,nan
20,25.925,nan
20,25.9375,nan
20,25.95,nan
20,25.9625,nan
20,25.975,nan
20,25.9875,nan
20,26,nan
20,26.0125,nan
20,26.025,nan
20,26.0375,nan
20,26.05,nan
20,26.0625,nan
20,26.075,nan
20,26.0875,nan
20,26.1,nan
20,26.1125,nan
20,26.125,nan
20,26.1375,nan
20,26.15,nan
20,26.1625,nan
20,26.175,nan
20,26.1875,nan
20,26.2,nan
20,26.2125,nan
20,26.225,nan
20,26.2375,nan
20,26.25,nan
20,26.2625,nan
20,26.275,nan
20,26.2875,nan
20,26.3,nan
20,26.3125,nan
20,26.325,nan
20,26.3375,nan
20,26.35,nan
20,26.3625,nan
20,26.375,nan
20,26.3875,nan
20,26.4,nan
20,26.4125,nan
20,26.425,nan
20,26.4375,nan
20,26.45,nan
20,26.4625,nan
20,26.475,nan
20,26.4875,nan
20,26.5,nan
20,26.5125,nan
20,26.525,nan
20,26.5375,nan
20,26.55,nan
20,26.5625,nan
20,26.575,nan
20,26.5875,nan
20,26.6,nan
20,26.6125,nan
20,26.625,nan
20,26.6375,nan
20,26.65,nan
20,26.6625,nan
20,26.675,nan
20,26.6875,nan
20,26.7,nan
20,26.7125,nan
20,26.725,nan
20,26.7375,nan
20,26.75,nan
20,26.7625,nan
20,26.775,nan
20,26.7875,nan
20,26.8,nan
20,26.8125,nan
20,26.825,nan
20,26.8375,nan
20,26.85,nan
20,26.8625,nan
20,26.875,nan
20,26.8875,nan
20,26.9,nan
20,26.9125,nan
20,26.925,nan
20,26.9375,nan
20,26.95,nan
20,26.9625,nan
20,26.975,nan
20,26.9875,nan
20,27,nan
20,27.0125,nan
20,27.025,nan
20,27.0375,nan
20,27.05,nan
20,27.0625,nan
20,27.075,nan
20,27.0875,nan
20,27.1,nan
20,27.1125,nan
20,27.125,nan
20,27.1375,nan
20,27.15,nan
20,27.1625,nan
20,27.175,nan
20,27.1875,nan
20,27.2,nan
20,27.2125,nan
20,27.225,nan
20,27.2375,nan
20,27.25,nan
20,27.2625,nan
20,27.275,nan
20,27.2875,nan
20,27.3,nan
20,27.3125,nan
20,27.325,nan
20,27.3375,nan
20,27.35,nan
20,27.3625,nan
20,27.375,nan
20,27.3875,nan
20,27.4,nan
20,27.4125,nan
20,27.425,nan
20,27.4375,nan
20,27.45,nan
20,27.4625,nan
20,27.475,nan
20,27.4875,nan
20,27.5,nan
20,27.5125,nan
20,27.525,nan
20,27.5375,nan
20,27.55,nan
20,27.5625,nan
20,27.575,nan
20,27.5875,nan
20,27.6,nan
20,27.6125,nan
20,27.625,nan
20,27.6375,nan
20,27.65,nan
20,27.6625,nan
20,27.675,nan
20,27.6875,nan
20,27.7,nan
20,27.7125,nan
20,27.725,nan
20,27.7375,nan
20,27.75,nan
20,27.7625,nan
20,27.775,nan
20,27.7875,nan
20,27.8,nan
20,27.8125,nan
20,27.825,nan
20,27.8375,nan
20,27.85,nan
20,27.8625,nan
20,27.875,nan
20,27.8875,nan
20,27.9,nan
20,27.9125,nan
20,27.925,nan
20,27.9375,nan
20,27.95,nan
20,27.9625,nan
20,27.975,nan
20,27.9875,nan
20,28,nan
20,28.0125,nan
20,28.025,nan
20,28.0375,nan
20,28.05,nan
20,28.0625,nan
20,28.075,nan
20,28.0875,nan
20,28.1,nan
20,28.1125,nan
20,28.125,nan
20,28.1375,nan
20,28.15,nan
20,28.1625,nan
20,28.175,nan
20,28.1875,nan
20,28.2,nan
20,28.2125,nan
20,28.225,nan
20,28.2375,nan
20,28.25,nan
20,28.2625,nan
20,28.275,nan
20,28.2875,nan
20,28.3,nan
20,28.3125,nan
20,28.325,nan
20,28.3375,nan
20,28.35,nan
20,28.3625,nan
20,28.375,nan
20,28.3875,nan
20,28.4,nan
20,28.4125,nan
20,28.425,nan
20,28.4375,nan
20,28.45,nan
20,28.4625,nan
20,28.475,nan
20,28.4875,nan
20,28.5,nan
20,28.5125,nan
20,28.525,nan
20,28.5375,nan
20,28.55,nan
20,28.5625,nan
20,28.575,nan
20,28.5875,nan
20,28.6,nan
20,28.6125,nan
20,28.625,nan
20,28.6375,nan
20,28.65,nan
20,28.6625,nan
20,28.675,nan
20,28.6875,nan
20,28.7,nan
20,28.7125,nan
20,28.725,nan
20,28.7375,nan
20,28.75,nan
20,28.7625,nan
20,28.775,nan
20,28.7875,nan
20,28.8,nan
20,28.8125,nan
20,28.825,nan
20,28.8375,nan
20,28.85,nan
20,28.8625,nan
20,28.875,nan
20,28.8875,nan
20,28.9,nan
20,28.9125,nan
20,28.925,nan
20,28.9375,nan
20,28.95,nan
20,28.9625,nan
20,28.975,nan
20,28.9875,nan
20,29,nan
20,29.0125,nan
20,29.025,nan
20,29.0375,nan
20,29.05,nan
20,29.0625,nan
20,29.075,nan
20,29.0875,nan
20,29.1,nan
20,29.1125,nan
20,29.125,nan
20,29.1375,nan
20,29.15,nan
20,29.1625,nan
20,29.175,nan
20,29.1875,nan
20,29.2,nan
20,29.2125,nan
20,29.225,nan
20,29.2375,nan
20,29.25,nan
20,29.2625,nan
20,29.275,nan
20,29.2875,nan
20,29.3,nan
20,29.3125,nan
20,29.325,nan
20,29.3375,nan
20,29.35,nan
20,29.3625,nan
20,29.375,nan
20,29.3875,nan
20,29.4,nan
20,29.4125,nan
20,29.425,nan
20,29.4375,nan
20,29.45,nan
20,29.4625,nan
20,29.475,nan
20,29.4875,nan
20,29.5,nan
20,29.5125,nan
20,29.525,nan
20,29.5375,nan
20,29.55,nan
20,29.5625,nan
20,29.575,nan
20,29.5875,nan
20,29.6,nan
20,29.6125,nan
20,29.625,nan
20,29.6375,nan
20,29.65,nan
20,29.6625,nan
20,29.675,nan
20,29.6875,nan
20,29.7,nan
20,29.7125,nan
20,29.725,nan
20,29.7375,nan
20,29.75,nan
20,29.7625,nan
20,29.775,nan
20,29.7875,nan
20,29.8,nan
20,29.8125,nan
20,29.825,nan
20,29.8375,nan
20,29.85,nan
20,29.8625,nan
20,29.875,nan
20,29.8875,nan
20,29.9,nan
20,29.9125,nan
20,29.925,nan
20,29.9375,nan
20,29.95,nan
20,29.9625,nan
20,29.975,nan
20,29.9875,nan
20,30,nan
20,30.0125,nan
20,30.025,nan
20,30.0375,nan
20,30.05,nan
20,30.0625,nan
20,30.075,nan
20,30.0875,nan
20,30.1,nan
20,30.1125,nan
20,30.125,nan
20,30.1375,nan
20,30.15,nan
20,30.1625,nan
20,30.175,nan
20,30.1875,nan
20,30.2,nan
20,30.2125,nan
20,30.225,nan
20,30.2375,nan
20,30.25,nan
20,30.2625,nan
20,30.275,nan
20,30.2875,nan
20,30.3,nan
20,30.3125,nan
20,30.325,nan
20,30.3375,nan
20,30.35,nan
20,30.3625,nan
20,30.375,nan
20,30.3875,nan
20,30.4,nan
20,30.4125,nan
20,30.425,nan
20,30.4375,nan
20,30.45,nan
20,30.4625,nan
20,30.475,nan
20,30.4875,nan
20,30.5,nan
20,30.5125,nan
20,30.525,nan
20,30.5375,nan
20,30.55,nan
20,30.5625,nan
20,30.575,nan
20,30.5875,nan
20,30.6,nan
20,30.6125,nan
20,30.625,nan
20,30.6375,nan
20,30.65,nan
20,30.6625,nan
20,30.675,nan
20,30.6875,nan
20,30.7,nan
20,30.7125,nan
20,30.725,nan
20,30.7375,nan
20,30.75,nan
20,30.7625,nan
20,30.775,nan
20,30.7875,nan
20,30.8,nan
20,30.8125,nan
20,30.825,nan
20,30.8375,nan
20,30.85,nan
20,30.8625,nan
20,30.875,nan
20,30.8875,nan
20,30.9,nan
20,30.9125,nan
20,30.925,nan
20,30.9375,nan
20,30.95,nan
20,30.9625,nan
20,30.975,nan
20,30.9875,nan
20,31,nan
20,31.0125,nan
20,31.025,nan
20,31.0375,nan
20,31.05,nan
20,31.0625,nan
20,31.075,nan
20,31.0875,nan
20,31.1,nan
20,31.1125,nan
20,31.125,nan
20,31.1375,nan
20,31.15,nan
20,31.1625,nan
20,31.175,nan
20,31.1875,nan
20,31.2,nan
20,31.2125,nan
20,31.225,nan
20,31.2375,nan
20,31.25,nan
20,31.2625,nan
20,31.275,nan
20,31.2875,nan
20,31.3,nan
20,31.3125,nan
20,31.325,nan
20,31.3375,nan
20,31.35,nan
20,31.3625,nan
20,31.375,nan
20,31.3875,nan
20,31.4,nan
20,31.4125,nan
20,31.425,nan
20,31.4375,nan
20,31.45,nan
20,31.4625,nan
20,31.475,nan
20,31.4875,nan
20,31.5,nan
20,31.5125,nan
20,31.525,nan
20,31.5375,nan
20,31.55,nan
20,31.5625,nan
20,31.575,nan
20,31.5875,nan
20,31.6,nan
20,31.6125,nan
20,31.625,nan
20,31.6375,nan
20,31.65,nan
20,31.6625,nan
20,31.675,nan
20,31.6875,nan
20,31.7,nan
20,31.7125,nan
20,31.725,nan
20,31.7375,nan
20,31.75,nan
20,31.7625,nan
20,31.775,nan
20,31.7875,nan
20,31.8,nan
20,31.8125,nan
20,31.825,nan
20,31.8375,nan
20,31.85,nan
20,31.8625,nan
20,31.875,nan
20,31.8875,nan
20,31.9,nan
20,31.9125,nan
20,31.925,nan
20,31.9375,nan
20,31.95,nan
20,31.9625,nan
20,31.975,nan
20,31.9875,nan
20,32,nan
20,32.0125,nan
20,32.025,nan
331.875,0,500
331.875,0.0125,500
331.875,0.025,500
331.875,0.0375,500
331.875,0.05,500
331.875,0.0625,500
331.875,0.075,471
331.875,0.0875,459
331.875,0.1,451
331.875,0.1125,438
331.875,0.125,432
331.875,0.1375,427
331.875,0.15,421
331.875,0.1625,415
331.875,0.175,406
331.875,0.1875,399
331.875,0.2,396
331.875,0.2125,390
331.875,0.225,389
331.875,0.2375,386
331.875,0.25,383
331.875,0.2625,381
331.875,0.275,381
331.875,0.2875,379
331.875,0.3,376
331.875,0.3125,374
331.875,0.325,369
331.875,0.3375,365
331.875,0.35,358
331.875,0.3625,355
331.875,0.375,354
331.875,0.3875,346
331.875,0.4,339
331.875,0.4125,336
331.875,0.425,324
331.875,0.4375,319
331.875,0.45,320
331.875,0.4625,312
331.875,0.475,308
331.875,0.4875,307
331.875,0.5,306
331.875,0.5125,305
331.875,0.525,304
331.875,0.5375,304
331.875,0.55,301
331.875,0.5625,297
331.875,0.575,293
331.875,0.5875,292
331.875,0.6,284
331.875,0.6125,279
331.875,0.625,272
331.875,0.6375,269
331.875,0.65,263
331.875,0.6625,259
331.875,0.675,258
331.875,0.6875,254
331.875,0.7,254
331.875,0.7125,248
331.875,0.725,248
331.875,0.7375,245
331.875,0.75,242
331.875,0.7625,239
331.875,0.775,239
331.875,0.7875,238
331.875,0.8,237
331.875,0.8125,236
331.875,0.825,234
331.875,0.8375,228
331.875,0.85,223
331.875,0.8625,222
331.875,0.875,220
331.875,0.8875,217
331.875,0.9,214
331.875,0.9125,213
331.875,0.925,208
331.875,0.9375,208
331.875,0.95,206
331.875,0.9625,202
331.875,0.975,202
331.875,0.9875,197
331.875,1,195
331.875,1.0125,191
331.875,1.025,191
331.875,1.0375,187
331.875,1.05,186
331.875,1.0625,183
331.875,1.075,181
331.875,1.0875,180
331.875,1.1,176
331.875,1.1125,176
331.875,1.125,173
331.875,1.1375,173
331.875,1.15,172
331.875,1.1625,171
331.875,1.175,166
331.875,1.1875,164
331.875,1.2,162
331.875,1.2125,166
331.875,1.225,169
331.875,1.2375,167
331.875,1.25,170
331.875,1.2625,168
331.875,1.275,163
331.875,1.2875,168
331.875,1.3,168
331.875,1.3125,167
331.875,1.325,170
331.875,1.3375,168
331.875,1.35,167
331.875,1.3625,166
331.875,1.375,165
331.875,1.3875,164
331.875,1.4,167
331.875,1.4125,167
331.875,1.425,166
331.875,1.4375,162
331.875,1.45,160
331.875,1.4625,160
331.875,1.475,157
331.875,1.4875,156
331.875,1.5,156
331.875,1.5125,152
331.875,1.525,152
331.875,1.5375,151
331.875,1.55,152
331.875,1.5625,153
331.875,1.575,151
331.875,1.5875,148
331.875,1.6,148
331.875,1.6125,146
331.875,1.625,144
331.875,1.6375,141
331.875,1.65,140
331.875,1.6625,140
331.875,1.675,139
331.875,1.6875,136
331.875,1.7,134
331.875,1.7125,132
331.875,1.725,130
331.875,1.7375,130
331.875,1.75,133
331.875,1.7625,133
331.875,1.775,135
331.875,1.7875,134
331.875,1.8,138
331.875,1.8125,137
331.875,1.825,137
331.875,1.8375,134
331.875,1.85,133
331.875,1.8625,130
331.875,1.875,133
331.875,1.8875,131
331.875,1.9,129
331.875,1.9125,131
331.875,1.925,130
331.875,1.9375,128
331.875,1.95,127
331.875,1.9625,126
331.875,1.975,122
331.875,1.9875,122
331.875,2,121
331.875,2.0125,120
331.875,2.025,120
331.875,2.0375,119
331.875,2.05,117
331.875,2.0625,116
331.875,2.075,113
331.875,2.0875,113
331.875,2.1,110
331.875,2.1125,111
331.875,2.125,110
331.875,2.1375,109
331.875,2.15,108
331.875,2.1625,108
331.875,2.175,106
331.875,2.1875,106
331.875,2.2,105
331.875,2.2125,104
331.875,2.225,100
331.875,2.2375,100
331.875,2.25,98
331.875,2.2625,98
331.875,2.275,99
331.875,2.2875,99
331.875,2.3,101
331.875,2.3125,104
331.875,2.325,104
331.875,2.3375,103
331.875,2.35,102
331.875,2.3625,100
331.875,2.375,100
331.875,2.3875,100
331.875,2.4,102
331.875,2.4125,98
331.875,2.425,98
331.875,2.4375,98
331.875,2.45,100
331.875,2.4625,103
331.875,2.475,103
331.875,2.4875,102
331.875,2.5,101
331.875,2.5125,100
331.875,2.525,98
331.875,2.5375,97
331.875,2.55,97
331.875,2.5625,95
331.875,2.575,104
331.875,2.5875,105
331.875,2.6,104
331.875,2.6125,106
331.875,2.625,107
331.875,2.6375,106
331.875,2.65,106
331.875,2.6625,104
331.875,2.675,110
331.875,2.6875,109
331.875,2.7,108
331.875,2.7125,106
331.875,2.725,106
331.875,2.7375,105
331.875,2.75,103
331.875,2.7625,102
331.875,2.775,103
331.875,2.7875,104
331.875,2.8,103
331.875,2.8125,103
331.875,2.825,102
331.875,2.8375,104
331.875,2.85,103
331.875,2.8625,100
331.875,2.875,100
331.875,2.8875,98
331.875,2.9,97
331.875,2.9125,96
331.875,2.925,94
331.875,2.9375,92
331.875,2.95,90
331.875,2.9625,90
331.875,2.975,90
331.875,2.9875,86
331.875,3,85
331.875,3.0125,84
331.875,3.025,84
331.875,3.0375,86
331.875,3.05,88
331.875,3.0625,87
331.875,3.075,87
331.875,3.0875,86
331.875,3.1,86
331.875,3.1125,85
331.875,3.125,84
331.875,3.1375,84
331.875,3.15,86
331.875,3.1625,86
331.875,3.175,86
331.875,3.1875,89
331.875,3.2,86
331.875,3.2125,86
331.875,3.225,89
331.875,3.2375,88
331.875,3.25,88
331.875,3.2625,86
331.875,3.275,84
331.875,3.2875,83
331.875,3.3,85
331.875,3.3125,85
331.875,3.325,84
331.875,3.3375,85
331.875,3.35,83
331.875,3.3625,83
331.875,3.375,86
331.875,3.3875,86
331.875,3.4,86
331.875,3.4125,84
331.875,3.425,84
331.875,3.4375,84
331.875,3.45,88
331.875,3.4625,95
331.875,3.475,93
331.875,3.4875,92
331.875,3.5,92
331.875,3.5125,91
331.875,3.525,90
331.875,3.5375,88
331.875,3.55,87
331.875,3.5625,87
331.875,3.575,87
331.875,3.5875,88
331.875,3.6,88
331.875,3.6125,86
331.875,3.625,86
331.875,3.6375,85
331.875,3.65,84
331.875,3.6625,84
331.875,3.675,84
331.875,3.6875,83
331.875,3.7,83
331.875,3.7125,82
331.875,3.725,82
331.875,3.7375,84
331.875,3.75,83
331.875,3.7625,87
331.875,3.775,90
331.875,3.7875,89
331.875,3.8,89
331.875,3.8125,89
331.875,3.825,87
331.875,3.8375,89
331.875,3.85,89
331.875,3.8625,88
331.875,3.875,86
331.875,3.8875,85
331.875,3.9,85
331.875,3.9125,85
331.875,3.925,85
331.875,3.9375,83
331.875,3.95,86
331.875,3.9625,85
331.875,3.975,87
331.875,3.9875,86
331.875,4,85
331.875,4.0125,84
331.875,4.025,84
331.875,4.0375,84
331.875,4.05,83
331.875,4.0625,89
331.875,4.075,88
331.875,4.0875,86
331.875,4.1,86
331.875,4.1125,84
331.875,4.125,85
331.875,4.1375,85
331.875,4.15,85
331.875,4.1625,83
331.875,4.175,82
331.875,4.1875,79
331.875,4.2,78
331.875,4.2125,77
331.875,4.225,75
331.875,4.2375,75
331.875,4.25,75
331.875,4.2625,76
331.875,4.275,77
331.875,4.2875,78
331.875,4.3,76
331.875,4.3125,76
331.875,4.325,76
331.875,4.3375,76
331.875,4.35,73
331.875,4.3625,74
331.875,4.375,74
331.875,4.3875,73
331.875,4.4,73
331.875,4.4125,73
331.875,4.425,74
331.875,4.4375,72
331.875,4.45,71
331.875,4.4625,71
331.875,4.475,71
331.875,4.4875,69
331.875,4.5,69
331.875,4.5125,71
331.875,4.525,70
331.875,4.5375,73
331.875,4.55,72
331.875,4.5625,72
331.875,4.575,72
331.875,4.5875,72
331.875,4.6,71
331.875,4.6125,70
331.875,4.625,72
331.875,4.6375,72
331.875,4.65,71
331.875,4.6625,71
331.875,4.675,71
331.875,4.6875,72
331.875,4.7,70
331.875,4.7125,69
331.875,4.725,68
331.875,4.7375,68
331.875,4.75,67
331.875,4.7625,70
331.875,4.775,70
331.875,4.7875,69
331.875,4.8,68
331.875,4.8125,68
331.875,4.825,68
331.875,4.8375,67
331.875,4.85,67
331.875,4.8625,67
331.875,4.875,65
331.875,4.8875,64
331.875,4.9,64
331.875,4.9125,64
331.875,4.925,64
331.875,4.9375,67
331.875,4.95,67
331.875,4.9625,67
331.875,4.975,67
331.875,4.9875,67
331.875,5,66
331.875,5.0125,66
331.875,5.025,72
331.875,5.0375,75
331.875,5.05,76
331.875,5.0625,76
331.875,5.075,76
331.875,5.0875,74
331.875,5.1,73
331.875,5.1125,73
331.875,5.125,73
331.875,5.1375,75
331.875,5.15,75
331.875,5.1625,74
331.875,5.175,73
331.875,5.1875,71
331.875,5.2,69
331.875,5.2125,72
331.875,5.225,69
331.875,5.2375,69
331.875,5.25,71
331.875,5.2625,69
331.875,5.275,68
331.875,5.2875,66
331.875,5.3,66
331.875,5.3125,65
331.875,5.325,64
331.875,5.3375,64
331.875,5.35,62
331.875,5.3625,60
331.875,5.375,62
331.875,5.3875,66
331.875,5.4,64
331.875,5.4125,64
331.875,5.425,64
331.875,5.4375,62
331.875,5.45,59
331.875,5.4625,58
331.875,5.475,57
331.875,5.4875,56
331.875,5.5,56
331.875,5.5125,53
331.875,5.525,53
331.875,5.5375,53
331.875,5.55,52
331.875,5.5625,54
331.875,5.575,54
331.875,5.5875,54
331.875,5.6,54
331.875,5.6125,53
331.875,5.625,53
331.875,5.6375,53
331.875,5.65,53
331.875,5.6625,51
331.875,5.675,51
331.875,5.6875,51
331.875,5.7,51
331.875,5.7125,51
331.875,5.725,51
331.875,5.7375,50
331.875,5.75,50
331.875,5.7625,50
331.875,5.775,49
331.875,5.7875,49
331.875,5.8,50
331.875,5.8125,58
331.875,5.825,58
331.875,5.8375,58
331.875,5.85,58
331.875,5.8625,58
331.875,5.875,57
331.875,5.8875,56
331.875,5.9,63
331.875,5.9125,63
331.875,5.925,63
331.875,5.9375,62
331.875,5.95,61
331.875,5.9625,61
331.875,5.975,63
331.875,5.9875,63
331.875,6,63
331.875,6.0125,62
331.875,6.025,62
331.875,6.0375,62
331.875,6.05,64
331.875,6.0625,61
331.875,6.075,60
331.875,6.0875,60
331.875,6.1,60
331.875,6.1125,62
331.875,6.125,60
331.875,6.1375,58
331.875,6.15,59
331.875,6.1625,59
331.875,6.175,60
331.875,6.1875,61
331.875,6.2,61
331.875,6.2125,60
331.875,6.225,59
331.875,6.2375,56
331.875,6.25,53
331.875,6.2625,53
331.875,6.275,53
